Timestamp,Model,Dataset,Accuracy,Precision,Recall,F1
2024-11-26T16:07:30.400283,Mesonet,Validation,0.9214673913043478,0.982521847690387,0.8577656675749319,0.9159150421879546
2024-11-26T16:07:35.817689,Mesonet,Test,0.7799744897959183,0.9418837675350702,0.5979643765903307,0.7315175097276264
